Week_end,Indicator,High_industry,Value
2020-05-24,Weekly earnings - lower quartile - 34 days,Total,627
2020-05-24,Weekly earnings - lower quartile - 34 days,A Primary,600
2020-05-24,Weekly earnings - lower quartile - 34 days,B Goods Producing,860.65
2020-05-24,Weekly earnings - lower quartile - 34 days,C Services,585.8
2020-05-24,Weekly earnings - lower quartile - 34 days,Z No Match,375.75
2020-05-31,Number of paid jobs - 34 days,Total,2214510
2020-05-31,Number of paid jobs - 34 days,A Primary,99600
2020-05-31,Number of paid jobs - 34 days,B Goods Producing,416370
2020-05-31,Number of paid jobs - 34 days,C Services,1646300
2020-05-31,Number of paid jobs - 34 days,Z No Match,52240
2020-05-31,Weekly earnings - median - 34 days,Total,1003.22
2020-05-31,Weekly earnings - median - 34 days,A Primary,933.33
2020-05-31,Weekly earnings - median - 34 days,B Goods Producing,1137.33
2020-05-31,Weekly earnings - median - 34 days,C Services,980.77
2020-05-31,Weekly earnings - median - 34 days,Z No Match,636.22
2020-05-31,Weekly earnings - upper quartile - 34 days,Total,1450.38
2020-05-31,Weekly earnings - upper quartile - 34 days,A Primary,1273.08
2020-05-31,Weekly earnings - upper quartile - 34 days,B Goods Producing,1517.65
2020-05-31,Weekly earnings - upper quartile - 34 days,C Services,1459.75
2020-05-31,Weekly earnings - upper quartile - 34 days,Z No Match,940.28
2020-05-31,Weekly earnings - lower quartile - 34 days,Total,633.52
2020-05-31,Weekly earnings - lower quartile - 34 days,A Primary,585.9
2020-05-31,Weekly earnings - lower quartile - 34 days,B Goods Producing,859.95
2020-05-31,Weekly earnings - lower quartile - 34 days,C Services,589.68
2020-05-31,Weekly earnings - lower quartile - 34 days,Z No Match,379.5
2020-06-07,Number of paid jobs - 34 days,Total,2209430
2020-06-07,Number of paid jobs - 34 days,A Primary,98370
2020-06-07,Number of paid jobs - 34 days,B Goods Producing,414730
2020-06-07,Number of paid jobs - 34 days,C Services,1645970
2020-06-07,Number of paid jobs - 34 days,Z No Match,50360
2020-06-07,Weekly earnings - median - 34 days,Total,1019.64
2020-06-07,Weekly earnings - median - 34 days,A Primary,941.24
2020-06-07,Weekly earnings - median - 34 days,B Goods Producing,1153.86
2020-06-07,Weekly earnings - median - 34 days,C Services,1000
2020-06-07,Weekly earnings - median - 34 days,Z No Match,629.94
2020-06-07,Weekly earnings - upper quartile - 34 days,Total,1471.59
2020-06-07,Weekly earnings - upper quartile - 34 days,A Primary,1263.36
2020-06-07,Weekly earnings - upper quartile - 34 days,B Goods Producing,1540
2020-06-07,Weekly earnings - upper quartile - 34 days,C Services,1480.77
2020-06-07,Weekly earnings - upper quartile - 34 days,Z No Match,931.12
2020-06-07,Weekly earnings - lower quartile - 34 days,Total,642.6
2020-06-07,Weekly earnings - lower quartile - 34 days,A Primary,585.8
2020-06-07,Weekly earnings - lower quartile - 34 days,B Goods Producing,868.57
2020-06-07,Weekly earnings - lower quartile - 34 days,C Services,600
2020-06-07,Weekly earnings - lower quartile - 34 days,Z No Match,380.16
2020-06-14,Number of paid jobs - 34 days,Total,2210000
2020-06-14,Number of paid jobs - 34 days,A Primary,97580
2020-06-14,Number of paid jobs - 34 days,B Goods Producing,414550
2020-06-14,Number of paid jobs - 34 days,C Services,1646610
2020-06-14,Number of paid jobs - 34 days,Z No Match,51260
2020-06-14,Weekly earnings - median - 34 days,Total,1020
2020-06-14,Weekly earnings - median - 34 days,A Primary,954.5
2020-06-14,Weekly earnings - median - 34 days,B Goods Producing,1161
2020-06-14,Weekly earnings - median - 34 days,C Services,1000
2020-06-14,Weekly earnings - median - 34 days,Z No Match,634.43
2020-06-14,Weekly earnings - upper quartile - 34 days,Total,1479
2020-06-14,Weekly earnings - upper quartile - 34 days,A Primary,1272.91
2020-06-14,Weekly earnings - upper quartile - 34 days,B Goods Producing,1554.29
2020-06-14,Weekly earnings - upper quartile - 34 days,C Services,1484.07
2020-06-14,Weekly earnings - upper quartile - 34 days,Z No Match,935.06
2020-06-14,Weekly earnings - lower quartile - 34 days,Total,646
2020-06-14,Weekly earnings - lower quartile - 34 days,A Primary,610
2020-06-14,Weekly earnings - lower quartile - 34 days,B Goods Producing,875.72
2020-06-14,Weekly earnings - lower quartile - 34 days,C Services,598.71
2020-06-14,Weekly earnings - lower quartile - 34 days,Z No Match,379.2
2020-06-21,Number of paid jobs - 34 days,Total,2208000
2020-06-21,Number of paid jobs - 34 days,A Primary,97670
2020-06-21,Number of paid jobs - 34 days,B Goods Producing,412200
2020-06-21,Number of paid jobs - 34 days,C Services,1645970
2020-06-21,Number of paid jobs - 34 days,Z No Match,52170
2020-06-21,Weekly earnings - median - 34 days,Total,1019.5
2020-06-21,Weekly earnings - median - 34 days,A Primary,939.93
2020-06-21,Weekly earnings - median - 34 days,B Goods Producing,1153.85
2020-06-21,Weekly earnings - median - 34 days,C Services,1000
2020-06-21,Weekly earnings - median - 34 days,Z No Match,630.51
2020-06-21,Weekly earnings - upper quartile - 34 days,Total,1479
2020-06-21,Weekly earnings - upper quartile - 34 days,A Primary,1269.23
2020-06-21,Weekly earnings - upper quartile - 34 days,B Goods Producing,1540
2020-06-21,Weekly earnings - upper quartile - 34 days,C Services,1489.2
2020-06-21,Weekly earnings - upper quartile - 34 days,Z No Match,933.33
2020-06-21,Weekly earnings - lower quartile - 34 days,Total,644.99
2020-06-21,Weekly earnings - lower quartile - 34 days,A Primary,585.8
2020-06-21,Weekly earnings - lower quartile - 34 days,B Goods Producing,866.61
2020-06-21,Weekly earnings - lower quartile - 34 days,C Services,600
2020-06-21,Weekly earnings - lower quartile - 34 days,Z No Match,377.72
2020-06-28,Number of paid jobs - 34 days,Total,2194470
2020-06-28,Number of paid jobs - 34 days,A Primary,96970
2020-06-28,Number of paid jobs - 34 days,B Goods Producing,410710
2020-06-28,Number of paid jobs - 34 days,C Services,1633860
2020-06-28,Number of paid jobs - 34 days,Z No Match,52940
2020-06-28,Weekly earnings - median - 34 days,Total,1025.79
2020-06-28,Weekly earnings - median - 34 days,A Primary,944.93
2020-06-28,Weekly earnings - median - 34 days,B Goods Producing,1161.09
2020-06-28,Weekly earnings - median - 34 days,C Services,1005.06
2020-06-28,Weekly earnings - median - 34 days,Z No Match,633.12
2020-06-28,Weekly earnings - upper quartile - 34 days,Total,1485.99
2020-06-28,Weekly earnings - upper quartile - 34 days,A Primary,1273.5
2020-06-28,Weekly earnings - upper quartile - 34 days,B Goods Producing,1555.56
2020-06-28,Weekly earnings - upper quartile - 34 days,C Services,1497.22
2020-06-28,Weekly earnings - upper quartile - 34 days,Z No Match,936.26
2020-06-28,Weekly earnings - lower quartile - 34 days,Total,655.62
2020-06-28,Weekly earnings - lower quartile - 34 days,A Primary,585.8
2020-06-28,Weekly earnings - lower quartile - 34 days,B Goods Producing,874.76
2020-06-28,Weekly earnings - lower quartile - 34 days,C Services,609.5
2020-06-28,Weekly earnings - lower quartile - 34 days,Z No Match,378
2020-07-05,Number of paid jobs - 34 days,Total,2201830
2020-07-05,Number of paid jobs - 34 days,A Primary,98120
2020-07-05,Number of paid jobs - 34 days,B Goods Producing,412120
2020-07-05,Number of paid jobs - 34 days,C Services,1636910
2020-07-05,Number of paid jobs - 34 days,Z No Match,54680
2020-07-05,Weekly earnings - median - 34 days,Total,1021.15
2020-07-05,Weekly earnings - median - 34 days,A Primary,937.25
2020-07-05,Weekly earnings - median - 34 days,B Goods Producing,1157.5
2020-07-05,Weekly earnings - median - 34 days,C Services,1000
2020-07-05,Weekly earnings - median - 34 days,Z No Match,632.66
2020-07-05,Weekly earnings - upper quartile - 34 days,Total,1485
2020-07-05,Weekly earnings - upper quartile - 34 days,A Primary,1253.85
2020-07-05,Weekly earnings - upper quartile - 34 days,B Goods Producing,1550.25
2020-07-05,Weekly earnings - upper quartile - 34 days,C Services,1499.07
2020-07-05,Weekly earnings - upper quartile - 34 days,Z No Match,938.96
2020-07-05,Weekly earnings - lower quartile - 34 days,Total,642.09
2020-07-05,Weekly earnings - lower quartile - 34 days,A Primary,578.16
2020-07-05,Weekly earnings - lower quartile - 34 days,B Goods Producing,871.5
2020-07-05,Weekly earnings - lower quartile - 34 days,C Services,595.35
2020-07-05,Weekly earnings - lower quartile - 34 days,Z No Match,364.01
2020-07-12,Number of paid jobs - 34 days,Total,2177990
2020-07-12,Number of paid jobs - 34 days,A Primary,97300
2020-07-12,Number of paid jobs - 34 days,B Goods Producing,409760
2020-07-12,Number of paid jobs - 34 days,C Services,1618750
2020-07-12,Number of paid jobs - 34 days,Z No Match,52180
2020-07-12,Weekly earnings - median - 34 days,Total,1030.81
2020-07-12,Weekly earnings - median - 34 days,A Primary,949.16
2020-07-12,Weekly earnings - median - 34 days,B Goods Producing,1160.31
2020-07-12,Weekly earnings - median - 34 days,C Services,1010.34
2020-07-12,Weekly earnings - median - 34 days,Z No Match,638
2020-07-12,Weekly earnings - upper quartile - 34 days,Total,1492
2020-07-12,Weekly earnings - upper quartile - 34 days,A Primary,1261.24
2020-07-12,Weekly earnings - upper quartile - 34 days,B Goods Producing,1550
2020-07-12,Weekly earnings - upper quartile - 34 days,C Services,1505.38
2020-07-12,Weekly earnings - upper quartile - 34 days,Z No Match,940
2020-07-12,Weekly earnings - lower quartile - 34 days,Total,664.94
2020-07-12,Weekly earnings - lower quartile - 34 days,A Primary,602.5
2020-07-12,Weekly earnings - lower quartile - 34 days,B Goods Producing,878.75
2020-07-12,Weekly earnings - lower quartile - 34 days,C Services,616
2020-07-12,Weekly earnings - lower quartile - 34 days,Z No Match,381.61
2020-07-19,Number of paid jobs - 34 days,Total,2191840
2020-07-19,Number of paid jobs - 34 days,A Primary,98280
2020-07-19,Number of paid jobs - 34 days,B Goods Producing,410680
2020-07-19,Number of paid jobs - 34 days,C Services,1629780
2020-07-19,Number of paid jobs - 34 days,Z No Match,53100
2020-07-19,Weekly earnings - median - 34 days,Total,1034
2020-07-19,Weekly earnings - median - 34 days,A Primary,942.31
2020-07-19,Weekly earnings - median - 34 days,B Goods Producing,1162
2020-07-19,Weekly earnings - median - 34 days,C Services,1014.24
2020-07-19,Weekly earnings - median - 34 days,Z No Match,636.58
2020-07-19,Weekly earnings - upper quartile - 34 days,Total,1500
2020-07-19,Weekly earnings - upper quartile - 34 days,A Primary,1260
2020-07-19,Weekly earnings - upper quartile - 34 days,B Goods Producing,1551
2020-07-19,Weekly earnings - upper quartile - 34 days,C Services,1515.2
2020-07-19,Weekly earnings - upper quartile - 34 days,Z No Match,937.55
2020-07-19,Weekly earnings - lower quartile - 34 days,Total,661.5
2020-07-19,Weekly earnings - lower quartile - 34 days,A Primary,576.92
2020-07-19,Weekly earnings - lower quartile - 34 days,B Goods Producing,879.95
2020-07-19,Weekly earnings - lower quartile - 34 days,C Services,614.25
2020-07-19,Weekly earnings - lower quartile - 34 days,Z No Match,378
2020-07-26,Number of paid jobs - 34 days,Total,2199440
2020-07-26,Number of paid jobs - 34 days,A Primary,99090
2020-07-26,Number of paid jobs - 34 days,B Goods Producing,411280
2020-07-26,Number of paid jobs - 34 days,C Services,1635020
2020-07-26,Number of paid jobs - 34 days,Z No Match,54050
2020-07-26,Weekly earnings - median - 34 days,Total,1030.91
2020-07-26,Weekly earnings - median - 34 days,A Primary,961.54
2020-07-26,Weekly earnings - median - 34 days,B Goods Producing,1164.18
2020-07-26,Weekly earnings - median - 34 days,C Services,1009
2020-07-26,Weekly earnings - median - 34 days,Z No Match,634.91
2020-07-26,Weekly earnings - upper quartile - 34 days,Total,1493.28
2020-07-26,Weekly earnings - upper quartile - 34 days,A Primary,1273.85
2020-07-26,Weekly earnings - upper quartile - 34 days,B Goods Producing,1552.42
2020-07-26,Weekly earnings - upper quartile - 34 days,C Services,1505.38
2020-07-26,Weekly earnings - upper quartile - 34 days,Z No Match,935.82
2020-07-26,Weekly earnings - lower quartile - 34 days,Total,660.17
2020-07-26,Weekly earnings - lower quartile - 34 days,A Primary,613.2
2020-07-26,Weekly earnings - lower quartile - 34 days,B Goods Producing,880
2020-07-26,Weekly earnings - lower quartile - 34 days,C Services,608.06
2020-07-26,Weekly earnings - lower quartile - 34 days,Z No Match,374.31
2020-08-02,Number of paid jobs - 34 days,Total,2213880
2020-08-02,Number of paid jobs - 34 days,A Primary,100860
2020-08-02,Number of paid jobs - 34 days,B Goods Producing,412090
2020-08-02,Number of paid jobs - 34 days,C Services,1645440
2020-08-02,Number of paid jobs - 34 days,Z No Match,55490
2020-08-02,Weekly earnings - median - 34 days,Total,1030.27
2020-08-02,Weekly earnings - median - 34 days,A Primary,965
2020-08-02,Weekly earnings - median - 34 days,B Goods Producing,1165.22
2020-08-02,Weekly earnings - median - 34 days,C Services,1007.66
2020-08-02,Weekly earnings - median - 34 days,Z No Match,628.42
2020-08-02,Weekly earnings - upper quartile - 34 days,Total,1492.83
2020-08-02,Weekly earnings - upper quartile - 34 days,A Primary,1276.68
2020-08-02,Weekly earnings - upper quartile - 34 days,B Goods Producing,1548.38
2020-08-02,Weekly earnings - upper quartile - 34 days,C Services,1505.44
2020-08-02,Weekly earnings - upper quartile - 34 days,Z No Match,932.97
2020-08-02,Weekly earnings - lower quartile - 34 days,Total,654
2020-08-02,Weekly earnings - lower quartile - 34 days,A Primary,605
2020-08-02,Weekly earnings - lower quartile - 34 days,B Goods Producing,880
2020-08-02,Weekly earnings - lower quartile - 34 days,C Services,604.43
2020-08-02,Weekly earnings - lower quartile - 34 days,Z No Match,362.88
2020-08-09,Number of paid jobs - 34 days,Total,2199240
2020-08-09,Number of paid jobs - 34 days,A Primary,99990
2020-08-09,Number of paid jobs - 34 days,B Goods Producing,410070
2020-08-09,Number of paid jobs - 34 days,C Services,1635140
2020-08-09,Number of paid jobs - 34 days,Z No Match,54050
2020-08-09,Weekly earnings - median - 34 days,Total,1036.8
2020-08-09,Weekly earnings - median - 34 days,A Primary,969.23
2020-08-09,Weekly earnings - median - 34 days,B Goods Producing,1173.08
2020-08-09,Weekly earnings - median - 34 days,C Services,1014
2020-08-09,Weekly earnings - median - 34 days,Z No Match,632.36
2020-08-09,Weekly earnings - upper quartile - 34 days,Total,1500
2020-08-09,Weekly earnings - upper quartile - 34 days,A Primary,1287.86
2020-08-09,Weekly earnings - upper quartile - 34 days,B Goods Producing,1560
2020-08-09,Weekly earnings - upper quartile - 34 days,C Services,1510.48
2020-08-09,Weekly earnings - upper quartile - 34 days,Z No Match,933.33
2020-08-09,Weekly earnings - lower quartile - 34 days,Total,665.24
2020-08-09,Weekly earnings - lower quartile - 34 days,A Primary,616.67
2020-08-09,Weekly earnings - lower quartile - 34 days,B Goods Producing,889
2020-08-09,Weekly earnings - lower quartile - 34 days,C Services,614.25
2020-08-09,Weekly earnings - lower quartile - 34 days,Z No Match,376
2020-08-16,Number of paid jobs - 34 days,Total,2199780
2020-08-16,Number of paid jobs - 34 days,A Primary,100290
2020-08-16,Number of paid jobs - 34 days,B Goods Producing,409850
2020-08-16,Number of paid jobs - 34 days,C Services,1634880
2020-08-16,Number of paid jobs - 34 days,Z No Match,54750
2020-08-16,Weekly earnings - median - 34 days,Total,1036.5
2020-08-16,Weekly earnings - median - 34 days,A Primary,978.75
2020-08-16,Weekly earnings - median - 34 days,B Goods Producing,1166.67
2020-08-16,Weekly earnings - median - 34 days,C Services,1015
2020-08-16,Weekly earnings - median - 34 days,Z No Match,635.99
2020-08-16,Weekly earnings - upper quartile - 34 days,Total,1500
2020-08-16,Weekly earnings - upper quartile - 34 days,A Primary,1292.31
2020-08-16,Weekly earnings - upper quartile - 34 days,B Goods Producing,1552.42
2020-08-16,Weekly earnings - upper quartile - 34 days,C Services,1513.29
2020-08-16,Weekly earnings - upper quartile - 34 days,Z No Match,934.18
2020-08-16,Weekly earnings - lower quartile - 34 days,Total,661.12
2020-08-16,Weekly earnings - lower quartile - 34 days,A Primary,620.32
2020-08-16,Weekly earnings - lower quartile - 34 days,B Goods Producing,882
2020-08-16,Weekly earnings - lower quartile - 34 days,C Services,610.5
2020-08-16,Weekly earnings - lower quartile - 34 days,Z No Match,378
2020-08-23,Number of paid jobs - 34 days,Total,2195150
2020-08-23,Number of paid jobs - 34 days,A Primary,100750
2020-08-23,Number of paid jobs - 34 days,B Goods Producing,409280
2020-08-23,Number of paid jobs - 34 days,C Services,1629890
2020-08-23,Number of paid jobs - 34 days,Z No Match,55230
